timestamp,model,prompt_tokens,completion_tokens,total_tokens,cost,session_id
2025-05-01 13:21:56,anthropic/claude-3-haiku,100,150,250,6.25e-05,20250501132156
2025-05-01 13:22:09,anthropic/claude-3-haiku,100,150,250,6.25e-05,20250501132209
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,22,772,794,0.0004763999999999999,20250501132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,276,428,704,0.00042239999999999997,20250501132241
2025-05-01 13:22:41,anthropic/claude-3-opus,11,879,890,0.013349999999999999,20250501132241
2025-05-01 13:22:41,anthropic/claude-3-opus,397,973,1370,0.020550000000000002,20250501132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,414,640,1054,0.003162,20250501132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,462,798,1260,0.000252,20250501132241
2025-05-01 13:22:41,openai/gpt-4o,251,154,405,0.002025,20250501132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,18,960,978,0.00019559999999999998,20250501132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,429,351,780,0.00234,20250501132241
2025-05-01 13:22:41,anthropic/claude-3-opus,141,958,1099,0.016485,20250501132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,439,333,772,0.000193,20250430132241
2025-05-01 13:22:41,openai/gpt-4o,13,824,837,0.004185,20250430132241
2025-05-01 13:22:41,openai/gpt-4o,78,868,946,0.004730000000000001,20250430132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,445,915,1360,0.00068,20250430132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,376,448,824,0.00041200000000000004,20250430132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,342,404,746,0.00044759999999999993,20250430132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,393,308,701,0.00014020000000000002,20250430132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,218,709,927,0.0005562,20250430132241
2025-05-01 13:22:41,openai/gpt-4o,173,790,963,0.004815000000000001,20250430132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,343,457,800,0.0004,20250430132241
2025-05-01 13:22:41,anthropic/claude-3-opus,50,474,524,0.007859999999999999,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,291,836,1127,0.00028175,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,377,872,1249,0.00031225000000000003,20250429132241
2025-05-01 13:22:41,openai/gpt-4o,446,59,505,0.002525,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,452,187,639,0.001917,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-opus,217,870,1087,0.016305,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-opus,388,296,684,0.01026,20250429132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,56,158,214,4.2800000000000004e-05,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,56,802,858,0.002574,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,243,909,1152,0.000288,20250429132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,345,795,1140,0.00342,20250428132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,253,882,1135,0.00028375,20250428132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,63,396,459,9.180000000000001e-05,20250428132241
2025-05-01 13:22:41,openai/gpt-4o,93,855,948,0.00474,20250428132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,252,695,947,0.0004735,20250428132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,148,736,884,0.000221,20250428132241
2025-05-01 13:22:41,openai/gpt-4o,146,601,747,0.003735,20250428132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,20,344,364,7.280000000000001e-05,20250428132241
2025-05-01 13:22:41,anthropic/claude-3-opus,191,510,701,0.010514999999999998,20250428132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,171,127,298,0.000894,20250428132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,168,666,834,0.0005003999999999999,20250427132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,492,838,1330,0.0007979999999999999,20250427132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,47,771,818,0.0004908,20250427132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,98,372,470,0.00011750000000000001,20250427132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,409,836,1245,0.0006225,20250427132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,404,206,610,0.00183,20250427132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,290,129,419,8.38e-05,20250427132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,483,174,657,0.001971,20250427132241
2025-05-01 13:22:41,anthropic/claude-3-opus,179,522,701,0.010514999999999998,20250427132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,485,471,956,0.000239,20250427132241
2025-05-01 13:22:41,anthropic/claude-3-opus,483,385,868,0.01302,20250426132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,262,484,746,0.00044759999999999993,20250426132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,241,879,1120,0.0005600000000000001,20250426132241
2025-05-01 13:22:41,openai/gpt-4o,245,550,795,0.003975,20250426132241
2025-05-01 13:22:41,anthropic/claude-3-opus,464,955,1419,0.021285000000000002,20250426132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,14,986,1000,0.0006,20250426132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,358,942,1300,0.0039,20250426132241
2025-05-01 13:22:41,anthropic/claude-3-opus,328,653,981,0.014715,20250426132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,315,89,404,0.000202,20250426132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,295,785,1080,0.00054,20250426132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,118,911,1029,0.00025725,20250425132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,150,937,1087,0.0005434999999999999,20250425132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,196,830,1026,0.00020520000000000003,20250425132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,51,783,834,0.0002085,20250425132241
2025-05-01 13:22:41,anthropic/claude-3-opus,29,720,749,0.011235,20250425132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,211,102,313,0.00018779999999999998,20250425132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,351,833,1184,0.0002368,20250425132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,184,697,881,0.0026430000000000004,20250425132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,143,94,237,0.00011850000000000001,20250425132241
2025-05-01 13:22:41,anthropic/claude-3-opus,139,966,1105,0.016575,20250425132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,224,813,1037,0.0005185,20250424132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,257,689,946,0.0028380000000000002,20250424132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,328,210,538,0.00013450000000000002,20250424132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,119,525,644,0.0001288,20250424132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,301,761,1062,0.000531,20250424132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,162,55,217,0.0001302,20250424132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,353,874,1227,0.0006135,20250424132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,447,910,1357,0.004071,20250424132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,28,452,480,0.00011999999999999999,20250424132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,40,310,350,0.0010500000000000002,20250424132241
2025-05-01 13:22:41,anthropic/claude-3-opus,172,484,656,0.00984,20250423132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,338,770,1108,0.0006647999999999999,20250423132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,404,334,738,0.00018449999999999999,20250423132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,357,292,649,0.0003894,20250423132241
2025-05-01 13:22:41,anthropic/claude-3-opus,403,679,1082,0.01623,20250423132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,216,327,543,0.0001086,20250423132241
2025-05-01 13:22:41,openai/gpt-4o,335,690,1025,0.005125,20250423132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,236,77,313,0.0009390000000000001,20250423132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,73,763,836,0.002508,20250423132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,125,975,1100,0.00022,20250423132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,220,434,654,0.0001308,20250422132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,105,515,620,0.00031,20250422132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,440,286,726,0.000363,20250422132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,498,190,688,0.000344,20250422132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,436,126,562,0.00028100000000000005,20250422132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,172,568,740,0.000185,20250422132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,23,844,867,0.0005202,20250422132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,450,795,1245,0.0007469999999999998,20250422132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,499,55,554,0.001662,20250422132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,359,772,1131,0.003393,20250422132241
2025-05-01 13:22:41,openai/gpt-4o,112,936,1048,0.00524,20250421132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,101,441,542,0.00027100000000000003,20250421132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,262,528,790,0.000474,20250421132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,487,914,1401,0.004203,20250421132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,198,75,273,5.4600000000000006e-05,20250421132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,151,52,203,0.000609,20250421132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,234,612,846,0.0025380000000000003,20250421132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,230,262,492,0.000246,20250421132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,490,780,1270,0.000635,20250421132241
2025-05-01 13:22:41,openai/gpt-4o,207,402,609,0.003045,20250421132241
2025-05-01 13:22:41,openai/gpt-4o,213,554,767,0.003835,20250420132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,196,227,423,0.0002115,20250420132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,25,748,773,0.00046379999999999994,20250420132241
2025-05-01 13:22:41,anthropic/claude-3-opus,391,299,690,0.01035,20250420132241
2025-05-01 13:22:41,openai/gpt-4o,340,746,1086,0.00543,20250420132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,160,341,501,0.0003006,20250420132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,364,688,1052,0.003156,20250420132241
2025-05-01 13:22:41,anthropic/claude-3-opus,226,660,886,0.01329,20250420132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,350,517,867,0.0005202,20250420132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,374,957,1331,0.00026619999999999997,20250420132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,70,85,155,0.000465,20250419132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,367,621,988,0.002964,20250419132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,420,267,687,0.00017175,20250419132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,373,717,1090,0.0002725,20250419132241
2025-05-01 13:22:41,openai/gpt-4o,381,282,663,0.003315,20250419132241
2025-05-01 13:22:41,openai/gpt-4o,326,58,384,0.0019199999999999998,20250419132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,360,801,1161,0.0006965999999999999,20250419132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,136,545,681,0.00040859999999999996,20250419132241
2025-05-01 13:22:41,openai/gpt-4o,341,245,586,0.0029300000000000003,20250419132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,125,334,459,0.00027539999999999997,20250419132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,403,114,517,0.0002585,20250418132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,332,247,579,0.00014475,20250418132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,434,227,661,0.0003305,20250418132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,305,689,994,0.0002485,20250418132241
2025-05-01 13:22:41,openai/gpt-4o,340,740,1080,0.0054,20250418132241
2025-05-01 13:22:41,anthropic/claude-3-opus,401,775,1176,0.01764,20250418132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,347,537,884,0.00017680000000000001,20250418132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,315,277,592,0.00035519999999999996,20250418132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,261,825,1086,0.00027150000000000004,20250418132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,164,162,326,6.520000000000001e-05,20250418132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,289,503,792,0.00039600000000000003,20250417132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,274,478,752,0.002256,20250417132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,51,114,165,4.125e-05,20250417132241
2025-05-01 13:22:41,anthropic/claude-3-opus,88,821,909,0.013635,20250417132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,174,325,499,0.0002495,20250417132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,288,486,774,0.00038700000000000003,20250417132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,67,977,1044,0.000522,20250417132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,467,433,900,0.00018,20250417132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,90,309,399,0.00023939999999999996,20250417132241
2025-05-01 13:22:41,anthropic/claude-3-opus,273,80,353,0.005295,20250417132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,445,780,1225,0.00030625000000000004,20250416132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,161,560,721,0.00018025,20250416132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,15,236,251,5.02e-05,20250416132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,182,514,696,0.00034800000000000006,20250416132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,42,262,304,0.000152,20250416132241
2025-05-01 13:22:41,anthropic/claude-3-opus,492,648,1140,0.017099999999999997,20250416132241
2025-05-01 13:22:41,anthropic/claude-3-opus,196,168,364,0.00546,20250416132241
2025-05-01 13:22:41,openai/gpt-4o,391,448,839,0.004195,20250416132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,43,802,845,0.00021124999999999998,20250416132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,414,148,562,0.00033719999999999996,20250416132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,87,196,283,7.075000000000001e-05,20250415132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,396,677,1073,0.003219,20250415132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,89,572,661,0.00016525,20250415132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,118,428,546,0.0016380000000000001,20250415132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,482,485,967,0.0004835,20250415132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,214,863,1077,0.0005385,20250415132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,199,945,1144,0.000286,20250415132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,337,582,919,0.0004595,20250415132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,352,608,960,0.00047999999999999996,20250415132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,378,576,954,0.0005723999999999999,20250415132241
2025-05-01 13:22:41,openai/gpt-4o,312,267,579,0.002895,20250414132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,468,638,1106,0.0002765,20250414132241
2025-05-01 13:22:41,openai/gpt-4o,228,576,804,0.00402,20250414132241
2025-05-01 13:22:41,openai/gpt-3.5-turbo,239,659,898,0.000449,20250414132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,349,785,1134,0.0006803999999999998,20250414132241
2025-05-01 13:22:41,openai/gpt-4o,429,531,960,0.0048,20250414132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,418,283,701,0.00014020000000000002,20250414132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,312,298,610,0.00183,20250414132241
2025-05-01 13:22:41,openai/gpt-4o,259,169,428,0.00214,20250414132241
2025-05-01 13:22:41,mistralai/mistral-7b-instruct,198,950,1148,0.0002296,20250414132241
2025-05-01 13:22:41,mistralai/mixtral-8x7b-instruct,456,895,1351,0.0008105999999999999,20250413132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,407,316,723,0.00018075,20250413132241
2025-05-01 13:22:41,anthropic/claude-3-haiku,216,931,1147,0.00028675,20250413132241
2025-05-01 13:22:41,anthropic/claude-3-sonnet,365,138,503,0.0015090000000000001,20250413132241
